data_venda;vendas_dia;faturamento_dia;unidades_dia;ano;mes;dia_semana;log_faturamento
2022-03-13 23:18:15.225659;140;26624.90001;355;2022;3;6;10.1896397056329
2022-03-14 23:18:15.225659;138;27299.8;360;2022;3;0;10.214671284773
2022-03-15 23:18:15.225659;122;23454.40001;314;2022;3;1;10.062856024976545
2022-03-16 23:18:15.225659;127;26349.4;319;2022;3;2;10.179238734119943
2022-03-17 23:18:15.225659;128;26115.2;320;2022;3;3;10.170311090417805
2022-03-18 23:18:15.225659;144;27932.10003;358;2022;3;4;10.237567645619214
2022-03-19 23:18:15.225659;141;27558.2;337;2022;3;5;10.22409169713009
2022-03-20 23:18:15.225659;149;28222.0;338;2022;3;6;10.247892527339829
2022-03-21 23:18:15.225659;128;23998.4;309;2022;3;0;10.085784109017577
2022-03-22 23:18:15.225659;143;28675.2;365;2022;3;1;10.26382278942187
2022-03-23 23:18:15.225659;142;28158.4;354;2022;3;2;10.245636503226804
2022-03-24 23:18:15.225659;135;28263.10001;343;2022;3;3;10.249347727456158
2022-03-25 23:18:15.225659;152;31062.20001;374;2022;3;4;10.343779118118263
2022-03-26 23:18:15.225659;141;28944.3;362;2022;3;5;10.27316312094376
2022-03-27 23:18:15.225659;125;26236.7;314;2022;3;6;10.174952586777302
2022-03-28 23:18:15.225659;134;29325.00002;336;2022;3;0;10.286229774219013
2022-03-29 23:18:15.225659;138;31475.1;347;2022;3;1;10.356983806673592
2022-03-30 23:18:15.225659;143;28098.9;359;2022;3;2;10.243521296596644
2022-03-31 23:18:15.225659;151;33357.3;361;2022;3;3;10.415061895941603
2022-04-01 23:18:15.225659;141;28057.50002;336;2022;4;4;10.242046896062261
2022-04-02 23:18:15.225659;120;24336.3;319;2022;4;5;10.09976543187576
2022-04-03 23:18:15.225659;137;26722.3;331;2022;4;6;10.193291123018728
2022-04-04 23:18:15.225659;146;28443.6;358;2022;4;0;10.255713614860527
2022-04-05 23:18:15.225659;134;24809.4;331;2022;4;1;10.119018199087117
2022-04-06 23:18:15.225659;136;25132.5;330;2022;4;2;10.131956896605686
2022-04-07 23:18:15.225659;133;28138.2;330;2022;4;3;10.2449189009821
2022-04-08 23:18:15.225659;131;24898.4;323;2022;4;4;10.122598985776934
2022-04-09 23:18:15.225659;135;27076.50002;339;2022;4;5;10.206458404448513
2022-04-10 23:18:15.225659;150;28321.4;362;2022;4;6;10.251408289979649
2022-04-11 23:18:15.225659;154;31443.9;374;2022;4;0;10.35599208681672
2022-04-12 23:18:15.225659;147;34220.5;394;2022;4;1;10.440609380500698
2022-04-13 23:18:15.225659;138;25557.4;361;2022;4;2;10.14872130872307
2022-04-14 23:18:15.225659;122;20197.0;284;2022;4;3;9.913338868586502
2022-04-15 23:18:15.225659;126;22692.2;303;2022;4;4;10.029820599121228
2022-04-16 23:18:15.225659;148;28471.6;375;2022;4;5;10.256697500303195
2022-04-17 23:18:15.225659;138;27617.7;355;2022;4;6;10.226248358513075
2022-04-18 23:18:15.225659;153;31318.2;401;2022;4;0;10.351986606994354
2022-04-19 23:18:15.225659;140;29704.2;352;2022;4;1;10.29907739364043
2022-04-20 23:18:15.225659;138;26488.3;324;2022;4;2;10.184496156850905
2022-04-21 23:18:15.225659;137;29254.6;358;2022;4;3;10.28382628732667
2022-04-22 23:18:15.225659;157;29620.50003;373;2022;4;4;10.296255729010806
2022-04-23 23:18:15.225659;128;26398.4;349;2022;4;5;10.181096561603413
2022-04-24 23:18:15.225659;124;26130.1;315;2022;4;6;10.170881454834872
2022-04-25 23:18:15.225659;146;31027.9;356;2022;4;0;10.342674307249139
2022-04-26 23:18:15.225659;122;21210.20001;302;2022;4;1;9.962284623516034
2022-04-27 23:18:15.225659;122;23754.6;312;2022;4;2;10.075573571142503
2022-04-28 23:18:15.225659;146;29089.4;341;2022;4;3;10.278163501824412
2022-04-29 23:18:15.225659;125;24349.40001;318;2022;4;4;10.100303555891205
2022-04-30 23:18:15.225659;138;29651.80001;335;2022;4;5;10.297311835380283
2022-05-01 23:18:15.225659;170;31575.00002;406;2022;5;6;10.360152617976075
2022-05-02 23:18:15.225659;128;24298.1;328;2022;5;0;10.098194591605715
2022-05-03 23:18:15.225659;148;32651.5;383;2022;5;1;10.393676701451676
2022-05-04 23:18:15.225659;136;29386.6;357;2022;5;2;10.28832809564985
2022-05-05 23:18:15.225659;139;27761.20001;346;2022;5;3;10.231430662561232
2022-05-06 23:18:15.225659;130;26081.6;330;2022;5;4;10.169023704323081
2022-05-07 23:18:15.225659;148;31534.6;365;2022;5;5;10.358872345395266
2022-05-08 23:18:15.225659;142;26674.0;346;2022;5;6;10.191482076169954
2022-05-09 23:18:15.225659;145;30060.7;363;2022;5;0;10.311007215267422
2022-05-10 23:18:15.225659;134;24890.4;356;2022;5;1;10.122277641268758
2022-05-11 23:18:15.225659;152;30680.4;372;2022;5;2;10.331411886773838
2022-05-12 23:18:15.225659;131;24767.7;313;2022;5;3;10.117336038263986
2022-05-13 23:18:15.225659;124;22682.10001;300;2022;5;4;10.029375433245448
2022-05-14 23:18:15.225659;127;24159.70001;313;2022;5;5;10.092482625552856
2022-05-15 23:18:15.225659;133;28237.0;314;2022;5;6;10.248423867569471
2022-05-16 23:18:15.225659;138;27443.3;355;2022;5;0;10.21991377510215
2022-05-17 23:18:15.225659;144;27620.90001;365;2022;5;1;10.226364215690696
2022-05-18 23:18:15.225659;136;26300.4;339;2022;5;2;10.177377448688251
2022-05-19 23:18:15.225659;133;28485.2;330;2022;5;3;10.257175038462654
2022-05-20 23:18:15.225659;127;21903.40001;318;2022;5;4;9.994442809322768
2022-05-21 23:18:15.225659;138;29420.5;335;2022;5;5;10.289480978579698
2022-05-22 23:18:15.225659;148;25911.8;352;2022;5;6;10.16249233410104
2022-05-23 23:18:15.225659;128;24942.5;311;2022;5;0;10.124368546196079
2022-05-24 23:18:15.225659;136;25361.5;323;2022;5;1;10.14102698413407
2022-05-25 23:18:15.225659;127;26427.6;321;2022;5;2;10.182202036085645
2022-05-26 23:18:15.225659;140;30906.60001;365;2022;5;3;10.338757387660042
2022-05-27 23:18:15.225659;130;24376.10002;315;2022;5;4;10.101399446821615
2022-05-28 23:18:15.225659;155;34205.0;389;2022;5;5;10.440156346259636
2022-05-29 23:18:15.225659;156;33393.9;375;2022;5;6;10.416158472695004
2022-05-30 23:18:15.225659;133;28130.8;349;2022;5;0;10.244655888060963
2022-05-31 23:18:15.225659;117;20897.2;290;2022;5;1;9.94741830984207
2022-06-01 23:18:15.225659;129;23218.9;304;2022;6;2;10.052764948610395
2022-06-02 23:18:15.225659;120;22739.7;306;2022;6;3;10.031911549592401
2022-06-03 23:18:15.225659;142;25413.9;330;2022;6;4;10.14309089518902
2022-06-04 23:18:15.225659;144;30977.7;374;2022;6;5;10.341055150533919
2022-06-05 23:18:15.225659;149;30319.20001;370;2022;6;6;10.319569436370434
2022-06-06 23:18:15.225659;141;26472.70001;348;2022;6;0;10.183907066714463
2022-06-07 23:18:15.225659;117;22015.5;301;2022;6;1;9.999547451230999
2022-06-08 23:18:15.225659;146;29324.2;395;2022;6;2;10.286202493617772
2022-06-09 23:18:15.225659;139;27447.0;340;2022;6;3;10.220048584538286
2022-06-10 23:18:15.225659;114;21555.0;267;2022;6;4;9.978409479053388
2022-06-11 23:18:15.225659;125;25935.10001;344;2022;6;5;10.16339109999825
2022-06-12 23:18:15.225659;133;29460.3;326;2022;6;6;10.290832816673712
2022-06-13 23:18:15.225659;142;24324.10001;340;2022;6;0;10.09926401845377
2022-06-14 23:18:15.225659;131;25492.7;332;2022;6;1;10.146186641798929
2022-06-15 23:18:15.225659;136;26717.4;353;2022;6;2;10.193107745618168
2022-06-16 23:18:15.225659;136;28270.3;342;2022;6;3;10.249602434773614
2022-06-17 23:18:15.225659;135;27654.8;361;2022;6;4;10.227590749871522
2022-06-18 23:18:15.225659;141;30688.50001;352;2022;6;5;10.331675855855135
2022-06-19 23:18:15.225659;148;30659.40001;352;2022;6;6;10.330727198981272
2022-06-20 23:18:15.225659;126;25357.30002;303;2022;6;0;10.140861372392617
2022-06-21 23:18:15.225659;120;23727.00001;308;2022;6;1;10.074411064799156
2022-06-22 23:18:15.225659;150;32229.80001;394;2022;6;2;10.380677796406482
2022-06-23 23:18:15.225659;127;25141.4;307;2022;6;3;10.132310942981503
2022-06-24 23:18:15.225659;125;21986.6;309;2022;6;4;9.99823393707413
2022-06-25 23:18:15.225659;123;24639.40002;311;2022;6;5;10.112142652093599
2022-06-26 23:18:15.225659;122;26207.8;308;2022;6;6;10.173850511217442
2022-06-27 23:18:15.225659;155;27150.5;373;2022;6;0;10.209187572454717
2022-06-28 23:18:15.225659;118;24003.4;304;2022;6;1;10.085992425859914
2022-06-29 23:18:15.225659;126;25299.9;331;2022;6;2;10.138595247205433
2022-06-30 23:18:15.225659;136;27970.5;366;2022;6;3;10.238941413646122
2022-07-01 23:18:15.225659;131;27404.0;339;2022;7;4;10.218480757480217
2022-07-02 23:18:15.225659;137;25951.8;343;2022;7;5;10.164034782580591
2022-07-03 23:18:15.225659;149;27750.3;350;2022;7;6;10.231037964924148
2022-07-04 23:18:15.225659;140;34218.1;351;2022;7;0;10.440539246691205
2022-07-05 23:18:15.225659;131;31504.60001;339;2022;7;1;10.35792058710831
2022-07-06 23:18:15.225659;141;27587.7;350;2022;7;2;10.225161547580017
2022-07-07 23:18:15.225659;125;28548.8;331;2022;7;3;10.25940520980568
2022-07-08 23:18:15.225659;133;21720.9;309;2022;7;4;9.986076247201726
2022-07-09 23:18:15.225659;152;30313.80001;388;2022;7;5;10.31939132141991
2022-07-10 23:18:15.225659;146;29496.40001;382;2022;7;6;10.292057403189535
2022-07-11 23:18:15.225659;137;28164.4;327;2022;7;0;10.245849553251755
2022-07-12 23:18:15.225659;128;28334.3;326;2022;7;1;10.251863656160165
2022-07-13 23:18:15.225659;127;28253.5;322;2022;7;2;10.249008015924357
2022-07-14 23:18:15.225659;141;29643.00001;353;2022;7;3;10.297015023408585
2022-07-15 23:18:15.225659;140;29706.3;370;2022;7;4;10.299148085834863
2022-07-16 23:18:15.225659;152;30978.7;387;2022;7;5;10.34108743025709
2022-07-17 23:18:15.225659;123;23288.80001;305;2022;7;6;10.05577077589433
2022-07-18 23:18:15.225659;139;25103.9;323;2022;7;0;10.130818325190608
2022-07-19 23:18:15.225659;140;29675.10001;354;2022;7;1;10.298097287367089
2022-07-20 23:18:15.225659;125;27197.9;314;2022;7;2;10.210931810289852
2022-07-21 23:18:15.225659;126;24706.5;313;2022;7;3;10.114862120250338
2022-07-22 23:18:15.225659;107;18863.7;256;2022;7;4;9.845047729807083
2022-07-23 23:18:15.225659;143;29301.6;364;2022;7;5;10.285431528269612
2022-07-24 23:18:15.225659;162;29261.40001;400;2022;7;6;10.284058694792046
2022-07-25 23:18:15.225659;144;26781.2;350;2022;7;0;10.195492766729817
2022-07-26 23:18:15.225659;137;25753.7;336;2022;7;1;10.1563724137082
2022-07-27 23:18:15.225659;144;31456.1;375;2022;7;2;10.356379991816656
2022-07-28 23:18:15.225659;132;22276.1;306;2022;7;3;10.011314523989574
2022-07-29 23:18:15.225659;137;25380.7;334;2022;7;4;10.141783720900685
2022-07-30 23:18:15.225659;147;30849.5;375;2022;7;5;10.336908236657624
2022-07-31 23:18:15.225659;136;29049.7;361;2022;7;6;10.276797858375286
2022-08-01 23:18:15.225659;140;27773.0;349;2022;8;0;10.231855610259325
2022-08-02 23:18:15.225659;132;26129.3;331;2022;8;1;10.17085083950501
2022-08-03 23:18:15.225659;142;32339.3;348;2022;8;2;10.38406940952592
2022-08-04 23:18:15.225659;136;26806.6;350;2022;8;3;10.1964407083867
2022-08-05 23:18:15.225659;142;28312.40001;337;2022;8;4;10.25109047015282
2022-08-06 23:18:15.225659;134;28693.0;336;2022;8;5;10.264443320658335
2022-08-07 23:18:15.225659;142;27015.6;352;2022;8;6;10.204206770880083
2022-08-08 23:18:15.225659;135;29591.8;350;2022;8;0;10.295286367480472
2022-08-09 23:18:15.225659;131;26217.0;341;2022;8;1;10.174201476757755
2022-08-10 23:18:15.225659;140;27599.4;353;2022;8;2;10.225585544353846
2022-08-11 23:18:15.225659;136;25784.5;338;2022;8;3;10.157567597415921
2022-08-12 23:18:15.225659;135;25526.20001;309;2022;8;4;10.147499829720255
2022-08-13 23:18:15.225659;144;29202.3;348;2022;8;5;10.282036995569436
2022-08-14 23:18:15.225659;135;26935.1;319;2022;8;6;10.201222673337732
2022-08-15 23:18:15.225659;128;28265.9;333;2022;8;0;10.249446787794795
2022-08-16 23:18:15.225659;137;25963.7;328;2022;8;1;10.16449320219665
2022-08-17 23:18:15.225659;139;28749.80001;359;2022;8;2;10.26642087227313
2022-08-18 23:18:15.225659;158;32110.6;393;2022;8;3;10.376972614555946
2022-08-19 23:18:15.225659;151;30279.4;370;2022;8;4;10.318255917503764
2022-08-20 23:18:15.225659;124;28418.4;310;2022;8;5;10.2548272895352
2022-08-21 23:18:15.225659;135;27638.6;354;2022;8;6;10.22700480599686
2022-08-22 23:18:15.225659;138;24698.30001;323;2022;8;0;10.11453018253838
2022-08-23 23:18:15.225659;122;24140.90001;308;2022;8;1;10.091704199507818
2022-08-24 23:18:15.225659;139;26048.3;341;2022;8;2;10.16774617541932
2022-08-25 23:18:15.225659;152;28925.7;356;2022;8;3;10.272520323022817
2022-08-26 23:18:15.225659;125;25122.5;310;2022;8;4;10.131558942086635
2022-08-27 23:18:15.225659;162;30548.8;417;2022;8;5;10.327113417933468
2022-08-28 23:18:15.225659;144;28421.8;346;2022;8;6;10.254946918965588
2022-08-29 23:18:15.225659;124;22856.5;324;2022;8;0;10.037034570038582
2022-08-30 23:18:15.225659;135;26347.7;339;2022;8;1;10.179174216889077
2022-08-31 23:18:15.225659;134;25735.7;327;2022;8;2;10.155673267802932
2022-09-01 23:18:15.225659;144;30607.8;365;2022;9;3;10.329042828296128
2022-09-02 23:18:15.225659;138;26496.0;352;2022;9;4;10.184786798018687
2022-09-03 23:18:15.225659;134;25412.0;347;2022;9;5;10.14301613309966
2022-09-04 23:18:15.225659;165;31292.00001;400;2022;9;6;10.351149709663641
2022-09-05 23:18:15.225659;152;28514.4;371;2022;9;0;10.258199571196968
2022-09-06 23:18:15.225659;125;26504.1;323;2022;9;1;10.185092446287833
2022-09-07 23:18:15.225659;144;30198.1;384;2022;9;2;10.31556740159439
2022-09-08 23:18:15.225659;119;26085.80001;303;2022;9;3;10.169184718634469
2022-09-09 23:18:15.225659;110;23997.9;259;2022;9;4;10.08576327494637
2022-09-10 23:18:15.225659;133;29807.2;337;2022;9;5;10.30253880242702
2022-09-11 23:18:15.225659;128;28161.7;324;2022;9;6;10.245753686357538
2022-09-12 23:18:15.225659;146;29588.2;359;2022;9;0;10.295164708867906
2022-09-13 23:18:15.225659;145;29261.4;371;2022;9;1;10.28405869445031
2022-09-14 23:18:15.225659;141;29779.4;338;2022;9;2;10.30160573798124
2022-09-15 23:18:15.225659;129;27648.1;344;2022;9;3;10.227348456691974
2022-09-16 23:18:15.225659;134;22895.7;304;2022;9;4;10.038748074354743
2022-09-17 23:18:15.225659;146;29266.0;375;2022;9;5;10.284215880411878
2022-09-18 23:18:15.225659;121;25419.6;319;2022;9;6;10.143315147926728
2022-09-19 23:18:15.225659;128;26548.2;315;2022;9;0;10.18675489438937
2022-09-20 23:18:15.225659;146;29598.1;360;2022;9;1;10.295499234444492
2022-09-21 23:18:15.225659;136;28393.1;339;2022;9;2;10.253936656088134
2022-09-22 23:18:15.225659;151;31184.10001;369;2022;9;3;10.347695695945621
2022-09-23 23:18:15.225659;128;23198.7;299;2022;9;4;10.051894626536312
2022-09-24 23:18:15.225659;134;28753.8;344;2022;9;5;10.266559988811547
2022-09-25 23:18:15.225659;131;24142.4;334;2022;9;6;10.091766329804209
2022-09-26 23:18:15.225659;134;25364.3;332;2022;9;0;10.14113737725196
2022-09-27 23:18:15.225659;143;26999.10001;353;2022;9;1;10.20359584905368
2022-09-28 23:18:15.225659;125;24972.2;317;2022;9;2;10.125558528847366
2022-09-29 23:18:15.225659;147;26515.90001;343;2022;9;3;10.185537544933398
2022-09-30 23:18:15.225659;133;26999.4;352;2022;9;4;10.203606959691543
2022-10-01 23:18:15.225659;155;30798.6;403;2022;10;5;10.335256981864347
2022-10-02 23:18:15.225659;142;31235.5;359;2022;10;6;10.349342561825665
2022-10-03 23:18:15.225659;157;32846.9;404;2022;10;0;10.399643094928704
2022-10-04 23:18:15.225659;125;27870.3;328;2022;10;1;10.235352764526285
2022-10-05 23:18:15.225659;135;25743.1;332;2022;10;2;10.15596075362487
2022-10-06 23:18:15.225659;128;29642.60001;341;2022;10;3;10.297001529861879
2022-10-07 23:18:15.225659;140;26098.6;357;2022;10;4;10.169675267522848
2022-10-08 23:18:15.225659;151;29540.30001;365;2022;10;5;10.293544563580127
2022-10-09 23:18:15.225659;133;28731.5;345;2022;10;6;10.265784165242914
2022-10-10 23:18:15.225659;147;32063.3;404;2022;10;0;10.375498540688191
2022-10-11 23:18:15.225659;135;26195.4;329;2022;10;1;10.17337727572816
2022-10-12 23:18:15.225659;128;25546.60001;297;2022;10;2;10.148298658147455
2022-10-13 23:18:15.225659;125;23465.2;312;2022;10;3;10.063316366916652
2022-10-14 23:18:15.225659;130;24346.6;317;2022;10;4;10.100188561024783
2022-10-15 23:18:15.225659;138;31993.9;368;2022;10;5;10.373331794080318
2022-10-16 23:18:15.225659;125;21026.40001;302;2022;10;6;9.953581628623764
2022-10-17 23:18:15.225659;128;25120.4;323;2022;10;0;10.131475351513215
2022-10-18 23:18:15.225659;139;29931.7;352;2022;10;1;10.306706807269169
2022-10-19 23:18:15.225659;137;30324.9;359;2022;10;2;10.319757411854953
2022-10-20 23:18:15.225659;137;27758.0;344;2022;10;3;10.23131539091714
2022-10-21 23:18:15.225659;140;27013.2;363;2022;10;4;10.204117932661823
2022-10-22 23:18:15.225659;157;29802.1;397;2022;10;5;10.302367693928716
2022-10-23 23:18:15.225659;132;23966.10001;331;2022;10;6;10.084437335962408
2022-10-24 23:18:15.225659;144;28018.6;363;2022;10;0;10.240659544271614
2022-10-25 23:18:15.225659;139;26561.8;361;2022;10;1;10.187267019720641
2022-10-26 23:18:15.225659;126;24261.4;304;2022;10;2;10.096683105881961
2022-10-27 23:18:15.225659;147;28351.3;362;2022;10;3;10.252463434612935
2022-10-28 23:18:15.225659;108;22260.6;273;2022;10;4;10.010618500054177
2022-10-29 23:18:15.225659;147;26287.3;363;2022;10;5;10.176879252263058
2022-10-30 23:18:15.225659;150;30887.0;386;2022;10;6;10.338123037944072
2022-10-31 23:18:15.225659;151;28995.4;374;2022;10;0;10.274926963331826
2022-11-01 23:18:15.225659;138;27675.5;354;2022;11;1;10.228338956650047
2022-11-02 23:18:15.225659;136;29412.50002;351;2022;11;2;10.28920903228764
2022-11-03 23:18:15.225659;129;26774.0;317;2022;11;3;10.19522389531595
2022-11-04 23:18:15.225659;139;26547.8;326;2022;11;4;10.186739827908523
2022-11-05 23:18:15.225659;147;28513.6;358;2022;11;5;10.258171515787533
2022-11-06 23:18:15.225659;148;28057.9;379;2022;11;6;10.242061151177424
2022-11-07 23:18:15.225659;150;28549.60001;386;2022;11;0;10.259433230975405
2022-11-08 23:18:15.225659;141;31149.5;365;2022;11;1;10.346585575451144
2022-11-09 23:18:15.225659;144;29019.9;365;2022;11;2;10.2757715390517
2022-11-10 23:18:15.225659;153;31561.5;379;2022;11;3;10.359724986017715
2022-11-11 23:18:15.225659;160;28126.7;383;2022;11;4;10.244510134899016
2022-11-12 23:18:15.225659;156;29211.6;382;2022;11;5;10.282355402033382
2022-11-13 23:18:15.225659;143;27203.9;348;2022;11;6;10.21115238311838
2022-11-14 23:18:15.225659;116;25287.90001;290;2022;11;0;10.138120843660738
2022-11-15 23:18:15.225659;127;27848.6;318;2022;11;1;10.234573882595194
2022-11-16 23:18:15.225659;128;27998.9;332;2022;11;2;10.239956217722392
2022-11-17 23:18:15.225659;132;26870.2;338;2022;11;3;10.198810360083861
2022-11-18 23:18:15.225659;144;30439.6;370;2022;11;4;10.323532522688067
2022-11-19 23:18:15.225659;151;28017.30001;374;2022;11;5;10.24061314745803
2022-11-20 23:18:15.225659;126;26061.4;328;2022;11;6;10.168248941603341
2022-11-21 23:18:15.225659;135;26569.4;332;2022;11;0;10.187553093213367
2022-11-22 23:18:15.225659;138;26897.2;351;2022;11;1;10.199814648852914
2022-11-23 23:18:15.225659;131;28230.0;325;2022;11;2;10.24817594392868
2022-11-24 23:18:15.225659;141;23447.3;309;2022;11;3;10.06255327657705
2022-11-25 23:18:15.225659;137;30178.0;366;2022;11;4;10.314901597246703
2022-11-26 23:18:15.225659;130;24865.8;336;2022;11;5;10.121288859439662
2022-11-27 23:18:15.225659;155;33669.9;395;2022;11;6;10.42438924182461
2022-11-28 23:18:15.225659;141;27860.80001;351;2022;11;0;10.235011854363732
2022-11-29 23:18:15.225659;141;26190.9;364;2022;11;1;10.173205481643945
2022-11-30 23:18:15.225659;129;24063.80001;321;2022;11;2;10.08850547129337
2022-12-01 23:18:15.225659;146;28004.0;359;2022;12;3;10.240138344643933
2022-12-02 23:18:15.225659;128;25763.6;309;2022;12;4;10.156756735704882
2022-12-03 23:18:15.225659;168;31857.20001;433;2022;12;5;10.369050085006764
2022-12-04 23:18:15.225659;128;24057.1;298;2022;12;6;10.088227017166878
2022-12-05 23:18:15.225659;170;32854.2;417;2022;12;0;10.399865306666964
2022-12-06 23:18:15.225659;142;31959.7;328;2022;12;1;10.37226230201833
2022-12-07 23:18:15.225659;126;25702.3;311;2022;12;2;10.154374667309398
2022-12-08 23:18:15.225659;123;29075.20001;312;2022;12;3;10.277675249450038
2022-12-09 23:18:15.225659;144;29803.4;364;2022;12;4;10.30241131260087
2022-12-10 23:18:15.225659;136;26660.1;320;2022;12;5;10.190960853196595
2022-12-11 23:18:15.225659;144;28801.7;336;2022;12;6;10.268224411729781
2022-12-12 23:18:15.225659;139;27394.1;351;2022;12;0;10.218119444267003
2022-12-13 23:18:15.225659;133;26081.7;329;2022;12;1;10.169027538289338
2022-12-14 23:18:15.225659;136;27552.9;353;2022;12;2;10.223899365360824
2022-12-15 23:18:15.225659;179;36672.30001;442;2022;12;3;10.509804249107955
2022-12-16 23:18:15.225659;130;26590.7;320;2022;12;4;10.18835441600309
2022-12-17 23:18:15.225659;131;23189.5;337;2022;12;5;10.051497991034822
2022-12-18 23:18:15.225659;148;30707.0;367;2022;12;6;10.33227848594779
2022-12-19 23:18:15.225659;130;26903.2;337;2022;12;0;10.200037687231308
2022-12-20 23:18:15.225659;143;28208.80001;359;2022;12;1;10.247424714640887
2022-12-21 23:18:15.225659;140;22496.3;336;2022;12;2;10.021150580991936
2022-12-22 23:18:15.225659;144;31739.3;354;2022;12;3;10.365342445831573
2022-12-23 23:18:15.225659;136;27265.0;325;2022;12;4;10.213395783746074
2022-12-24 23:18:15.225659;129;25829.5;342;2022;12;5;10.159311243238966
2022-12-25 23:18:15.225659;139;25710.7;326;2022;12;6;10.15470142020543
2022-12-26 23:18:15.225659;111;24833.2;301;2022;12;0;10.119977014419433
2022-12-27 23:18:15.225659;131;26950.70001;330;2022;12;1;10.201801654496098
2022-12-28 23:18:15.225659;133;26136.1;329;2022;12;2;10.171111039937339
2022-12-29 23:18:15.225659;102;21989.50001;265;2022;12;3;9.998365821353056
2022-12-30 23:18:15.225659;135;30497.50001;340;2022;12;4;10.325432781386127
2022-12-31 23:18:15.225659;139;30067.1;345;2022;12;5;10.311220088086694
2023-01-01 23:18:15.225659;116;24063.4;283;2023;1;6;10.088488848951842
2023-01-02 23:18:15.225659;131;21729.80001;290;2023;1;0;9.986485888495473
2023-01-03 23:18:15.225659;142;28936.4;366;2023;1;1;10.272890155099077
2023-01-04 23:18:15.225659;137;27199.0;340;2023;1;2;10.210972252284089
2023-01-05 23:18:15.225659;143;26381.50001;343;2023;1;3;10.180456190924284
2023-01-06 23:18:15.225659;144;31989.00001;349;2023;1;4;10.373178633256162
2023-01-07 23:18:15.225659;143;27677.1;344;2023;1;5;10.228396765757164
2023-01-08 23:18:15.225659;126;26195.0;324;2023;1;6;10.173362006337944
2023-01-09 23:18:15.225659;133;28952.7;362;2023;1;0;10.273453281397618
2023-01-10 23:18:15.225659;120;26525.20001;322;2023;1;1;10.185888203175159
2023-01-11 23:18:15.225659;135;28201.8;331;2023;1;2;10.247176542777343
2023-01-12 23:18:15.225659;139;26112.8;358;2023;1;3;10.170219189211537
2023-01-13 23:18:15.225659;125;21626.4;287;2023;1;4;9.98171630830092
2023-01-14 23:18:15.225659;148;30308.5;385;2023;1;5;10.319216473709913
2023-01-15 23:18:15.225659;169;31455.6;418;2023;1;6;10.356364097027443
2023-01-16 23:18:15.225659;156;28783.3;395;2023;1;0;10.267585378592921
2023-01-17 23:18:15.225659;138;25690.0;321;2023;1;1;10.15389601499835
2023-01-18 23:18:15.225659;141;28080.50001;357;2023;1;2;10.242866275872538
2023-01-19 23:18:15.225659;125;26412.5;307;2023;1;3;10.181630522068943
2023-01-20 23:18:15.225659;128;22171.6;304;2023;1;4;10.006612571331766
2023-01-21 23:18:15.225659;127;28573.6;319;2023;1;5;10.260273490314816
2023-01-22 23:18:15.225659;133;28259.7;355;2023;1;6;10.249227425924671
2023-01-23 23:18:15.225659;114;25164.5;288;2023;1;0;10.133229287878565
2023-01-24 23:18:15.225659;117;23626.6;324;2023;1;1;10.07017079921662
2023-01-25 23:18:15.225659;134;25257.4;325;2023;1;2;10.13691405264735
2023-01-26 23:18:15.225659;134;27869.10001;333;2023;1;3;10.235309708915914
2023-01-27 23:18:15.225659;141;26893.9;354;2023;1;4;10.199691956537203
2023-01-28 23:18:15.225659;127;24576.9;312;2023;1;5;10.10960294415696
2023-01-29 23:18:15.225659;127;26356.2;321;2023;1;6;10.179496761426735
2023-01-30 23:18:15.225659;133;24277.80001;339;2023;1;0;10.0973588209702
2023-01-31 23:18:15.225659;130;25692.1;306;2023;1;1;10.153977752345163
2023-02-01 23:18:15.225659;153;29688.0;385;2023;2;2;10.298531885816375
2023-02-02 23:18:15.225659;143;28873.5;341;2023;2;3;10.270714131656854
2023-02-03 23:18:15.225659;152;27789.4;363;2023;2;4;10.232445916299747
2023-02-04 23:18:15.225659;129;27159.8;324;2023;2;5;10.209530036319842
2023-02-05 23:18:15.225659;152;27112.40001;355;2023;2;6;10.207783349973756
2023-02-06 23:18:15.225659;129;24612.6;321;2023;2;0;10.111054414686121
2023-02-07 23:18:15.225659;151;27202.4;372;2023;2;1;10.21109724447224
2023-02-08 23:18:15.225659;149;29248.1;364;2023;2;2;10.28360408295585
2023-02-09 23:18:15.225659;125;24757.0;305;2023;2;3;10.116903948091755
2023-02-10 23:18:15.225659;146;28214.60001;376;2023;2;4;10.247630295815975
2023-02-11 23:18:15.225659;156;33061.8;401;2023;2;5;10.406164062283496
2023-02-12 23:18:15.225659;128;22159.0;322;2023;2;6;10.00604414086122
2023-02-13 23:18:15.225659;123;26173.4;320;2023;2;0;10.172537112839906
2023-02-14 23:18:15.225659;138;28326.6;344;2023;2;1;10.25159187338705
2023-02-15 23:18:15.225659;131;24695.5;322;2023;2;2;10.11441681217076
2023-02-16 23:18:15.225659;116;19941.7;287;2023;2;3;9.900618440567891
2023-02-17 23:18:15.225659;145;25765.70001;368;2023;2;4;10.156838239955725
2023-02-18 23:18:15.225659;159;27278.0;373;2023;2;5;10.213872454394023
2023-02-19 23:18:15.225659;132;28031.4;359;2023;2;6;10.241116263040704
2023-02-20 23:18:15.225659;128;26399.30001;315;2023;2;0;10.181130653084988
2023-02-21 23:18:15.225659;123;23521.6;313;2023;2;1;10.065716940120689
