cliente_id;idade;genero;uf;data_cadastro;faixa_etaria;dias_desde_cadastro;regiao
4419;58;F;SC;2025-02-20;55+;403;Sul
4420;36;F;RJ;2025-01-23;36-45;431;Sudeste
4421;39;Outro;SC;2022-01-12;36-45;1538;Sul
4422;22;M;PR;2022-11-12;18-25;1234;Sul
4423;19;F;RS;2023-03-28;18-25;1098;Sul
4424;47;M;RS;2024-03-04;46-55;756;Sul
4425;64;F;RJ;2025-06-17;55+;286;Sudeste
4426;56;F;MG;2025-10-23;55+;158;Sudeste
4427;21;F;ES;2024-12-04;18-25;481;Sudeste
4428;50;M;RJ;2024-03-24;46-55;736;Sudeste
4429;30;F;PR;2021-10-07;26-35;1635;Sul
4430;37;F;SC;2025-02-11;36-45;412;Sul
4431;24;M;PR;2024-05-07;18-25;692;Sul
4432;32;F;SP;2023-04-29;26-35;1066;Sudeste
4433;40;F;RJ;2023-01-23;36-45;1162;Sudeste
4434;31;F;ES;2024-12-11;26-35;474;Sudeste
4435;40;M;ES;2024-01-27;36-45;793;Sudeste
4436;36;F;SC;2021-09-07;36-45;1665;Sul
4437;46;F;SC;2023-07-03;46-55;1001;Sul
4438;37;Outro;RS;2024-02-03;36-45;786;Sul
4439;46;F;SC;2023-02-12;46-55;1142;Sul
4440;41;F;SP;2022-10-03;36-45;1274;Sudeste
4441;35;M;PR;2021-11-23;26-35;1588;Sul
4442;27;M;SC;2023-06-09;26-35;1025;Sul
4443;58;F;RS;2025-02-14;55+;409;Sul
4444;25;F;RJ;2023-02-10;18-25;1144;Sudeste
4445;43;F;SC;2022-01-12;36-45;1538;Sul
4446;46;M;PR;2025-08-03;46-55;239;Sul
4447;27;M;RJ;2023-11-05;26-35;876;Sudeste
4448;34;F;RJ;2022-11-27;26-35;1219;Sudeste
4449;19;F;RJ;2022-04-26;18-25;1434;Sudeste
4450;23;F;PR;2023-11-06;18-25;875;Sul
4451;22;F;SC;2025-10-23;18-25;158;Sul
4452;45;Outro;PR;2022-07-29;36-45;1340;Sul
4453;58;F;PR;2025-11-12;55+;138;Sul
4454;22;F;MG;2022-04-30;18-25;1430;Sudeste
4455;35;F;RS;2024-07-26;26-35;612;Sul
4456;43;F;PR;2024-09-18;36-45;558;Sul
4457;37;F;SP;2023-07-29;36-45;975;Sudeste
4458;58;M;RS;2021-09-14;55+;1658;Sul
4459;44;F;MG;2024-04-23;36-45;706;Sudeste
4460;29;F;RJ;2025-05-31;26-35;303;Sudeste
4461;24;F;SC;2021-01-27;18-25;1888;Sul
4462;20;M;ES;2023-11-15;18-25;866;Sudeste
4463;27;F;SC;2023-12-22;26-35;829;Sul
4464;51;F;MG;2025-08-09;46-55;233;Sudeste
4465;42;M;RS;2021-08-21;36-45;1682;Sul
4466;52;F;MG;2025-01-27;46-55;427;Sudeste
4467;33;F;RS;2021-12-15;26-35;1566;Sul
4468;19;F;RS;2024-08-02;18-25;605;Sul
4469;41;F;RJ;2022-02-18;36-45;1501;Sudeste
4470;27;F;PR;2025-06-08;26-35;295;Sul
4471;55;F;PR;2025-09-07;46-55;204;Sul
4472;39;M;MG;2022-02-10;36-45;1509;Sudeste
4473;43;F;PR;2024-11-05;36-45;510;Sul
4474;60;F;MG;2024-04-08;55+;721;Sudeste
4475;56;F;SC;2024-08-06;55+;601;Sul
4476;44;F;ES;2023-08-17;36-45;956;Sudeste
4477;46;F;SC;2022-05-31;46-55;1399;Sul
4478;64;F;ES;2023-10-07;55+;905;Sudeste
4479;55;M;RJ;2021-10-14;46-55;1628;Sudeste
4480;37;F;SP;2021-11-03;36-45;1608;Sudeste
4481;44;F;SP;2022-07-16;36-45;1353;Sudeste
4482;58;F;SC;2023-02-21;55+;1133;Sul
4483;37;F;PR;2023-10-29;36-45;883;Sul
4484;61;F;SP;2021-12-23;55+;1558;Sudeste
4485;36;F;ES;2022-08-04;36-45;1334;Sudeste
4486;37;F;RJ;2021-05-19;36-45;1776;Sudeste
4487;52;F;ES;2025-03-15;46-55;380;Sudeste
4488;64;F;RS;2024-06-25;55+;643;Sul
4489;19;M;MG;2025-04-14;18-25;350;Sudeste
4490;47;F;PR;2024-04-21;46-55;708;Sul
4491;51;F;PR;2025-10-15;46-55;166;Sul
4492;39;F;SP;2022-02-27;36-45;1492;Sudeste
4493;20;F;MG;2022-02-01;18-25;1518;Sudeste
4494;23;F;SP;2023-04-12;18-25;1083;Sudeste
4495;32;M;RS;2021-11-01;26-35;1610;Sul
4496;44;Outro;SP;2023-11-09;36-45;872;Sudeste
4497;27;F;SP;2024-11-07;26-35;508;Sudeste
4498;26;M;MG;2021-08-14;26-35;1689;Sudeste
4499;50;Outro;SP;2024-06-07;46-55;661;Sudeste
4500;49;Outro;RS;2023-05-01;46-55;1064;Sul
4501;23;F;PR;2025-06-20;18-25;283;Sul
4502;58;M;SP;2022-05-10;55+;1420;Sudeste
4503;53;F;MG;2025-02-16;46-55;407;Sudeste
4504;19;F;MG;2022-09-19;18-25;1288;Sudeste
4505;46;F;ES;2024-10-14;46-55;532;Sudeste
4506;21;M;SP;2025-09-12;18-25;199;Sudeste
4507;18;F;MG;2024-10-28;18-25;518;Sudeste
4508;36;F;SC;2024-01-07;36-45;813;Sul
4509;43;F;SP;2021-11-23;36-45;1588;Sudeste
4510;42;M;RJ;2024-07-23;36-45;615;Sudeste
4511;27;M;PR;2024-10-07;26-35;539;Sul
4512;32;F;PR;2024-04-20;26-35;709;Sul
4513;39;F;SC;2022-05-20;36-45;1410;Sul
4514;38;M;SP;2022-08-30;36-45;1308;Sudeste
4515;39;F;RS;2025-06-10;36-45;293;Sul
4516;53;F;PR;2024-11-13;46-55;502;Sul
4517;51;F;PR;2022-08-30;46-55;1308;Sul
4518;47;F;RS;2024-09-20;46-55;556;Sul
4519;42;F;RJ;2023-10-01;36-45;911;Sudeste
4520;62;F;PR;2025-01-09;55+;445;Sul
4521;45;M;PR;2022-05-24;36-45;1406;Sul
4522;18;F;MG;2022-10-19;18-25;1258;Sudeste
4523;62;F;PR;2024-06-25;55+;643;Sul
4524;21;F;SP;2025-09-13;18-25;198;Sudeste
4525;24;Outro;PR;2024-08-09;18-25;598;Sul
4526;26;F;SP;2022-06-15;26-35;1384;Sudeste
4527;53;M;PR;2024-03-07;46-55;753;Sul
4528;36;F;SP;2025-04-29;36-45;335;Sudeste
4529;18;M;PR;2025-10-28;18-25;153;Sul
4530;27;M;SC;2024-09-30;26-35;546;Sul
4531;53;M;SP;2021-02-06;46-55;1878;Sudeste
4532;26;Outro;PR;2021-11-10;26-35;1601;Sul
4533;62;F;RS;2021-08-08;55+;1695;Sul
4534;63;F;RJ;2022-10-02;55+;1275;Sudeste
4535;59;F;MG;2024-03-12;55+;748;Sudeste
4536;49;F;MG;2024-11-28;46-55;487;Sudeste
4537;49;F;MG;2025-09-15;46-55;196;Sudeste
4538;23;F;RS;2022-02-08;18-25;1511;Sul
4539;55;Outro;MG;2025-04-28;46-55;336;Sudeste
4540;34;M;RS;2022-04-24;26-35;1436;Sul
4541;27;F;RJ;2022-12-23;26-35;1193;Sudeste
4542;44;F;SC;2023-07-26;36-45;978;Sul
4543;52;F;SC;2025-05-03;46-55;331;Sul
4544;38;F;RJ;2023-04-04;36-45;1091;Sudeste
4545;42;M;PR;2021-08-08;36-45;1695;Sul
4546;45;F;RJ;2022-01-02;36-45;1548;Sudeste
4547;64;F;MG;2024-05-04;55+;695;Sudeste
4548;32;F;RS;2023-09-11;26-35;931;Sul
4549;21;F;SC;2022-11-15;18-25;1231;Sul
4550;46;F;ES;2025-11-08;46-55;142;Sudeste
4551;26;F;PR;2023-08-27;26-35;946;Sul
4552;44;Outro;SP;2025-09-07;36-45;204;Sudeste
4553;43;F;SC;2023-11-22;36-45;859;Sul
4554;36;F;MG;2023-10-16;36-45;896;Sudeste
4555;45;F;RS;2025-10-26;36-45;155;Sul
4556;34;M;SC;2023-12-14;26-35;837;Sul
4557;60;F;RS;2022-02-27;55+;1492;Sul
4558;58;F;MG;2025-09-18;55+;193;Sudeste
4559;59;F;MG;2023-10-01;55+;911;Sudeste
4560;37;F;SC;2021-08-22;36-45;1681;Sul
4561;62;F;SC;2023-04-09;55+;1086;Sul
4562;57;F;SC;2023-01-13;55+;1172;Sul
4563;56;M;RJ;2024-02-08;55+;781;Sudeste
4564;40;F;SC;2023-09-14;36-45;928;Sul
4565;64;F;RS;2023-05-29;55+;1036;Sul
4566;49;F;SP;2024-01-29;46-55;791;Sudeste
4567;64;F;PR;2025-10-02;55+;179;Sul
4568;50;F;MG;2024-05-19;46-55;680;Sudeste
4569;63;Outro;SC;2023-01-03;55+;1182;Sul
4570;22;F;SP;2024-11-27;18-25;488;Sudeste
4571;60;M;ES;2024-03-19;55+;741;Sudeste
4572;51;F;RS;2022-11-06;46-55;1240;Sul
4573;57;F;SC;2024-11-18;55+;497;Sul
4574;28;M;RJ;2022-10-17;26-35;1260;Sudeste
4575;20;M;MG;2021-09-15;18-25;1657;Sudeste
4576;50;M;SP;2024-06-22;46-55;646;Sudeste
4577;28;M;RS;2023-09-29;26-35;913;Sul
4578;33;F;SC;2024-03-19;26-35;741;Sul
4579;35;F;SP;2022-09-16;26-35;1291;Sudeste
4580;47;F;MG;2021-04-09;46-55;1816;Sudeste
4581;27;M;SP;2024-02-01;26-35;788;Sudeste
4582;35;F;SP;2025-10-13;26-35;168;Sudeste
4583;55;Outro;RS;2021-01-12;46-55;1903;Sul
4584;36;F;SC;2024-06-03;36-45;665;Sul
4585;53;M;SC;2023-03-24;46-55;1102;Sul
4586;30;F;RS;2025-01-05;26-35;449;Sul
4587;63;F;PR;2024-03-17;55+;743;Sul
4588;20;M;RJ;2021-06-28;18-25;1736;Sudeste
4589;27;F;PR;2023-10-28;26-35;884;Sul
4590;55;Outro;RJ;2021-06-01;46-55;1763;Sudeste
4591;18;M;RJ;2023-04-15;18-25;1080;Sudeste
4592;44;F;PR;2022-08-05;36-45;1333;Sul
4593;63;M;RS;2024-10-08;55+;538;Sul
4594;25;M;MG;2022-07-19;18-25;1350;Sudeste
4595;63;F;RS;2025-08-25;55+;217;Sul
4596;59;F;SP;2024-12-11;55+;474;Sudeste
4597;34;F;ES;2025-06-17;26-35;286;Sudeste
4598;26;M;PR;2025-08-14;26-35;228;Sul
4599;23;M;PR;2025-05-13;18-25;321;Sul
4600;60;F;MG;2021-07-15;55+;1719;Sudeste
4601;42;F;SP;2021-11-21;36-45;1590;Sudeste
4602;56;F;SC;2022-04-27;55+;1433;Sul
4603;45;F;RS;2021-07-27;36-45;1707;Sul
4604;50;M;PR;2023-07-25;46-55;979;Sul
4605;54;M;ES;2024-08-19;46-55;588;Sudeste
4606;26;F;SP;2024-08-15;26-35;592;Sudeste
4607;35;M;PR;2023-08-15;26-35;958;Sul
4608;38;F;SC;2022-03-02;36-45;1489;Sul
4609;19;F;PR;2023-12-22;18-25;829;Sul
4610;60;F;SC;2024-05-03;55+;696;Sul
4611;55;F;RJ;2022-07-21;46-55;1348;Sudeste
4612;57;M;RJ;2024-10-18;55+;528;Sudeste
4613;53;F;PR;2025-05-04;46-55;330;Sul
4614;60;F;MG;2022-09-10;55+;1297;Sudeste
4615;54;F;RJ;2023-08-03;46-55;970;Sudeste
4616;32;F;PR;2024-01-07;26-35;813;Sul
4617;45;F;SC;2023-06-06;36-45;1028;Sul
4618;35;F;SP;2023-07-18;26-35;986;Sudeste
4619;51;Outro;RS;2021-10-11;46-55;1631;Sul
4620;39;M;SC;2023-12-17;36-45;834;Sul
4621;28;F;ES;2022-11-12;26-35;1234;Sudeste
4622;30;M;RJ;2022-01-11;26-35;1539;Sudeste
4623;21;F;RS;2022-01-11;18-25;1539;Sul
4624;39;F;RS;2025-10-09;36-45;172;Sul
4625;24;F;RS;2023-02-11;18-25;1143;Sul
4626;60;F;PR;2023-02-27;55+;1127;Sul
4627;41;M;RJ;2022-01-08;36-45;1542;Sudeste
4628;21;F;SC;2023-05-07;18-25;1058;Sul
4629;45;M;SC;2025-08-26;36-45;216;Sul
4630;32;F;SP;2021-09-01;26-35;1671;Sudeste
4631;18;F;MG;2023-02-01;18-25;1153;Sudeste
4632;20;M;PR;2023-11-29;18-25;852;Sul
4633;31;F;SP;2024-08-25;26-35;582;Sudeste
4634;55;F;ES;2022-09-25;46-55;1282;Sudeste
4635;18;F;PR;2021-03-27;18-25;1829;Sul
4636;55;F;ES;2021-04-09;46-55;1816;Sudeste
4637;55;Outro;MG;2022-01-09;46-55;1541;Sudeste
4638;38;F;PR;2023-01-28;36-45;1157;Sul
4639;46;F;PR;2025-02-27;46-55;396;Sul
4640;22;M;RS;2024-05-16;18-25;683;Sul
4641;27;F;SP;2022-09-17;26-35;1290;Sudeste
4642;45;F;RJ;2023-09-10;36-45;932;Sudeste
4643;38;F;PR;2021-03-24;36-45;1832;Sul
4644;24;F;MG;2025-05-20;18-25;314;Sudeste
4645;20;F;PR;2021-01-01;18-25;1914;Sul
4646;62;F;PR;2022-03-13;55+;1478;Sul
4647;64;M;PR;2022-11-17;55+;1229;Sul
4648;37;F;RS;2021-09-07;36-45;1665;Sul
4649;36;F;PR;2022-02-14;36-45;1505;Sul
4650;52;F;MG;2023-01-08;46-55;1177;Sudeste
4651;21;F;SP;2024-11-10;18-25;505;Sudeste
4652;22;Outro;RJ;2024-01-13;18-25;807;Sudeste
4653;18;F;MG;2022-05-05;18-25;1425;Sudeste
4654;21;F;MG;2021-08-27;18-25;1676;Sudeste
4655;29;F;ES;2023-07-12;26-35;992;Sudeste
4656;44;F;RJ;2022-06-24;36-45;1375;Sudeste
4657;59;M;RS;2022-01-15;55+;1535;Sul
4658;40;F;SP;2023-03-10;36-45;1116;Sudeste
4659;42;F;SC;2023-08-01;36-45;972;Sul
4660;38;F;SP;2024-11-15;36-45;500;Sudeste
4661;41;F;SC;2024-09-13;36-45;563;Sul
4662;42;F;ES;2025-02-12;36-45;411;Sudeste
4663;62;F;ES;2024-08-20;55+;587;Sudeste
4664;63;Outro;RS;2024-07-29;55+;609;Sul
4665;49;F;MG;2022-11-26;46-55;1220;Sudeste
4666;49;Outro;SP;2024-09-30;46-55;546;Sudeste
4667;22;F;SC;2021-05-15;18-25;1780;Sul
4668;53;M;SP;2025-01-31;46-55;423;Sudeste
4669;63;F;SC;2021-12-27;55+;1554;Sul
4670;59;M;SP;2022-07-23;55+;1346;Sudeste
4671;59;F;MG;2024-02-13;55+;776;Sudeste
4672;56;F;SC;2021-07-05;55+;1729;Sul
4673;33;M;SP;2022-04-23;26-35;1437;Sudeste
4674;50;F;PR;2023-06-07;46-55;1027;Sul
4675;38;F;ES;2021-01-01;36-45;1914;Sudeste
4676;26;F;RS;2023-04-30;26-35;1065;Sul
4677;23;F;ES;2023-08-26;18-25;947;Sudeste
4678;62;F;SC;2022-06-25;55+;1374;Sul
4679;52;F;ES;2025-11-03;46-55;147;Sudeste
4680;56;F;RS;2025-08-13;55+;229;Sul
4681;39;F;ES;2023-09-19;36-45;923;Sudeste
4682;58;F;PR;2024-12-18;55+;467;Sul
4683;22;F;RJ;2022-12-03;18-25;1213;Sudeste
4684;59;F;SP;2021-09-27;55+;1645;Sudeste
4685;40;Outro;SC;2025-11-19;36-45;131;Sul
4686;34;F;ES;2023-06-17;26-35;1017;Sudeste
4687;29;Outro;SP;2022-02-23;26-35;1496;Sudeste
4688;40;M;SP;2024-09-12;36-45;564;Sudeste
4689;33;Outro;PR;2021-07-14;26-35;1720;Sul
4690;20;M;RS;2021-09-12;18-25;1660;Sul
4691;47;M;SP;2021-03-20;46-55;1836;Sudeste
4692;39;F;RS;2024-01-27;36-45;793;Sul
4693;26;F;ES;2024-03-19;26-35;741;Sudeste
4694;46;F;SC;2023-02-25;46-55;1129;Sul
4695;64;F;SP;2023-03-25;55+;1101;Sudeste
4696;54;F;PR;2022-03-23;46-55;1468;Sul
4697;40;M;SC;2021-05-03;36-45;1792;Sul
4698;30;M;SC;2025-06-22;26-35;281;Sul
4699;49;Outro;SC;2022-11-07;46-55;1239;Sul
4700;63;F;ES;2025-05-01;55+;333;Sudeste
4701;64;F;PR;2021-12-25;55+;1556;Sul
4702;40;F;MG;2021-08-27;36-45;1676;Sudeste
4703;62;F;RJ;2025-11-01;55+;149;Sudeste
4704;34;F;SP;2023-03-16;26-35;1110;Sudeste
4705;57;F;SP;2025-11-15;55+;135;Sudeste
4706;38;M;SP;2025-04-03;36-45;361;Sudeste
4707;19;F;RS;2022-11-14;18-25;1232;Sul
4708;54;M;MG;2022-10-31;46-55;1246;Sudeste
4709;23;F;SC;2021-07-23;18-25;1711;Sul
4710;61;F;SC;2025-08-09;55+;233;Sul
4711;35;M;RS;2021-05-23;26-35;1772;Sul
4712;47;M;RJ;2021-07-06;46-55;1728;Sudeste
4713;39;F;PR;2025-02-20;36-45;403;Sul
4714;50;F;MG;2021-05-02;46-55;1793;Sudeste
4715;47;F;MG;2024-10-05;46-55;541;Sudeste
4716;34;Outro;ES;2024-01-29;26-35;791;Sudeste
4717;60;F;SC;2021-10-11;55+;1631;Sul
4718;49;F;MG;2023-08-07;46-55;966;Sudeste
4719;59;F;MG;2022-06-11;55+;1388;Sudeste
4720;31;M;SP;2022-01-19;26-35;1531;Sudeste
4721;27;M;RS;2025-04-28;26-35;336;Sul
4722;64;M;SC;2023-06-17;55+;1017;Sul
4723;53;F;ES;2021-07-06;46-55;1728;Sudeste
4724;51;M;PR;2023-10-29;46-55;883;Sul
4725;26;M;RJ;2022-09-16;26-35;1291;Sudeste
4726;59;M;PR;2022-06-29;55+;1370;Sul
4727;45;F;ES;2024-12-13;36-45;472;Sudeste
4728;28;M;SP;2023-07-03;26-35;1001;Sudeste
4729;31;F;RJ;2021-03-31;26-35;1825;Sudeste
4730;56;M;PR;2022-05-11;55+;1419;Sul
4731;64;F;SC;2025-08-12;55+;230;Sul
4732;36;F;SC;2023-08-18;36-45;955;Sul
4733;32;F;RJ;2025-10-14;26-35;167;Sudeste
4734;45;F;RJ;2021-04-26;36-45;1799;Sudeste
4735;41;F;RJ;2022-11-16;36-45;1230;Sudeste
4736;25;F;MG;2023-11-10;18-25;871;Sudeste
4737;60;F;ES;2021-05-12;55+;1783;Sudeste
4738;26;M;SC;2024-08-08;26-35;599;Sul
4739;64;F;SC;2024-10-09;55+;537;Sul
4740;50;F;ES;2024-06-14;46-55;654;Sudeste
4741;50;M;SP;2025-06-01;46-55;302;Sudeste
4742;36;F;SC;2021-08-11;36-45;1692;Sul
4743;20;F;PR;2022-03-12;18-25;1479;Sul
4744;27;F;SP;2025-07-20;26-35;253;Sudeste
4745;57;F;RS;2023-11-29;55+;852;Sul
4746;64;F;RS;2021-11-23;55+;1588;Sul
4747;59;F;PR;2024-05-17;55+;682;Sul
4748;18;F;RJ;2021-04-16;18-25;1809;Sudeste
4749;46;F;SC;2022-10-14;46-55;1263;Sul
4750;51;F;PR;2024-06-26;46-55;642;Sul
4751;30;M;PR;2022-07-21;26-35;1348;Sul
4752;18;F;RJ;2022-09-22;18-25;1285;Sudeste
4753;51;F;RS;2022-11-19;46-55;1227;Sul
4754;46;M;SP;2024-10-09;46-55;537;Sudeste
4755;64;F;PR;2022-04-15;55+;1445;Sul
4756;30;Outro;SC;2022-12-26;26-35;1190;Sul
4757;46;F;SP;2021-09-22;46-55;1650;Sudeste
4758;56;M;SP;2025-08-03;55+;239;Sudeste
4759;41;F;ES;2025-01-27;36-45;427;Sudeste
4760;43;F;RS;2023-04-17;36-45;1078;Sul
4761;34;M;SC;2023-05-01;26-35;1064;Sul
4762;24;F;SC;2025-01-04;18-25;450;Sul
4763;30;M;RJ;2024-07-31;26-35;607;Sudeste
4764;22;F;RJ;2023-02-24;18-25;1130;Sudeste
4765;43;F;MG;2022-06-18;36-45;1381;Sudeste
4766;20;F;SC;2022-01-04;18-25;1546;Sul
4767;24;F;RS;2022-11-30;18-25;1216;Sul
4768;56;F;SP;2025-10-09;55+;172;Sudeste
4769;18;M;MG;2025-08-10;18-25;232;Sudeste
4770;34;M;SC;2025-02-27;26-35;396;Sul
4771;60;F;RJ;2023-08-04;55+;969;Sudeste
4772;42;Outro;RS;2021-06-03;36-45;1761;Sul
4773;20;M;RJ;2022-09-12;18-25;1295;Sudeste
4774;32;F;SC;2021-11-12;26-35;1599;Sul
4775;46;F;MG;2024-08-16;46-55;591;Sudeste
4776;60;Outro;RJ;2025-01-03;55+;451;Sudeste
4777;49;F;RJ;2023-03-22;46-55;1104;Sudeste
4778;43;F;ES;2021-05-31;36-45;1764;Sudeste
4779;33;F;PR;2024-11-30;26-35;485;Sul
4780;42;F;SC;2021-06-24;36-45;1740;Sul
4781;45;F;ES;2023-12-15;36-45;836;Sudeste
4782;26;F;RS;2023-02-18;26-35;1136;Sul
4783;18;Outro;PR;2024-08-27;18-25;580;Sul
4784;46;F;SC;2021-06-03;46-55;1761;Sul
4785;39;M;ES;2025-03-04;36-45;391;Sudeste
4786;33;M;ES;2022-05-16;26-35;1414;Sudeste
4787;58;M;SC;2024-04-28;55+;701;Sul
4788;61;Outro;SP;2022-05-21;55+;1409;Sudeste
4789;58;F;MG;2021-05-29;55+;1766;Sudeste
4790;24;F;SC;2021-01-08;18-25;1907;Sul
4791;31;F;ES;2025-08-11;26-35;231;Sudeste
4792;46;M;SP;2025-09-05;46-55;206;Sudeste
4793;36;F;ES;2022-08-16;36-45;1322;Sudeste
4794;36;F;MG;2022-08-14;36-45;1324;Sudeste
4795;19;M;RS;2022-04-14;18-25;1446;Sul
4796;58;F;SP;2021-11-17;55+;1594;Sudeste
4797;62;F;SC;2022-07-26;55+;1343;Sul
4798;32;M;PR;2022-03-27;26-35;1464;Sul
4799;20;F;RS;2025-06-19;18-25;284;Sul
4800;28;F;MG;2021-05-08;26-35;1787;Sudeste
4801;63;M;RJ;2025-07-16;55+;257;Sudeste
4802;47;M;SC;2024-08-03;46-55;604;Sul
4803;57;F;SC;2023-05-03;55+;1062;Sul
4804;35;F;SC;2021-03-28;26-35;1828;Sul
4805;19;F;SP;2024-01-10;18-25;810;Sudeste
4806;49;F;RJ;2022-06-18;46-55;1381;Sudeste
4807;25;M;RS;2024-06-29;18-25;639;Sul
4808;39;F;RS;2021-07-09;36-45;1725;Sul
4809;23;F;SP;2023-04-04;18-25;1091;Sudeste
4810;29;F;PR;2025-06-10;26-35;293;Sul
4811;64;M;SP;2025-02-16;55+;407;Sudeste
4812;57;F;SC;2022-01-14;55+;1536;Sul
4813;53;F;ES;2022-04-01;46-55;1459;Sudeste
4814;32;F;RJ;2023-10-29;26-35;883;Sudeste
4815;45;F;RJ;2021-11-14;36-45;1597;Sudeste
4816;62;F;RS;2021-11-30;55+;1581;Sul
4817;35;F;RS;2021-08-18;26-35;1685;Sul
4818;19;M;SP;2022-10-26;18-25;1251;Sudeste
4819;30;M;ES;2022-05-23;26-35;1407;Sudeste
4820;62;M;ES;2023-03-01;55+;1125;Sudeste
4821;32;F;SP;2025-03-31;26-35;364;Sudeste
4822;37;F;MG;2025-02-07;36-45;416;Sudeste
4823;46;F;PR;2023-07-13;46-55;991;Sul
4824;59;F;SP;2024-11-30;55+;485;Sudeste
4825;46;F;SC;2024-08-03;46-55;604;Sul
4826;20;M;ES;2023-08-27;18-25;946;Sudeste
4827;36;F;PR;2023-01-30;36-45;1155;Sul
4828;20;F;SP;2025-11-26;18-25;124;Sudeste
4829;31;F;PR;2022-03-22;26-35;1469;Sul
4830;57;F;MG;2024-09-28;55+;548;Sudeste
4831;21;Outro;ES;2021-11-21;18-25;1590;Sudeste
4832;28;F;MG;2023-05-27;26-35;1038;Sudeste
4833;48;M;RS;2021-06-16;46-55;1748;Sul
4834;60;F;MG;2025-06-05;55+;298;Sudeste
4835;49;M;ES;2024-08-12;46-55;595;Sudeste
4836;44;F;RS;2022-08-04;36-45;1334;Sul
4837;47;Outro;SC;2024-04-21;46-55;708;Sul
4838;60;F;MG;2023-04-19;55+;1076;Sudeste
4839;19;F;SP;2025-05-19;18-25;315;Sudeste
4840;26;F;SP;2025-12-05;26-35;115;Sudeste
4841;45;F;PR;2024-01-15;36-45;805;Sul
4842;48;F;SP;2025-04-29;46-55;335;Sudeste
4843;51;F;SP;2023-03-17;46-55;1109;Sudeste
4844;32;F;RS;2024-03-18;26-35;742;Sul
4845;42;F;RS;2023-02-11;36-45;1143;Sul
4846;53;M;PR;2023-07-17;46-55;987;Sul
4847;25;F;RJ;2023-05-11;18-25;1054;Sudeste
4848;26;F;ES;2023-08-14;26-35;959;Sudeste
4849;54;Outro;SP;2021-02-28;46-55;1856;Sudeste
4850;62;F;PR;2022-08-29;55+;1309;Sul
4851;56;M;MG;2021-01-05;55+;1910;Sudeste
4852;49;M;MG;2021-03-24;46-55;1832;Sudeste
4853;34;F;RS;2023-04-20;26-35;1075;Sul
4854;52;F;SC;2024-11-07;46-55;508;Sul
4855;54;F;SP;2022-07-03;46-55;1366;Sudeste
4856;36;F;ES;2025-02-11;36-45;412;Sudeste
4857;61;M;PR;2023-11-17;55+;864;Sul
4858;46;F;RS;2022-06-09;46-55;1390;Sul
4859;24;F;SC;2023-09-29;18-25;913;Sul
4860;45;F;SC;2025-05-20;36-45;314;Sul
4861;26;F;PR;2022-02-18;26-35;1501;Sul
4862;45;F;RS;2022-12-16;36-45;1200;Sul
4863;23;F;RS;2021-06-29;18-25;1735;Sul
4864;46;F;PR;2025-01-27;46-55;427;Sul
4865;34;F;PR;2023-02-22;26-35;1132;Sul
4866;33;F;PR;2023-06-20;26-35;1014;Sul
4867;40;F;ES;2022-06-11;36-45;1388;Sudeste
4868;48;Outro;PR;2021-01-01;46-55;1914;Sul
4869;20;F;RS;2021-09-28;18-25;1644;Sul
4870;38;M;ES;2022-04-29;36-45;1431;Sudeste
4871;43;F;ES;2023-08-14;36-45;959;Sudeste
4872;53;F;ES;2023-12-08;46-55;843;Sudeste
4873;59;F;MG;2022-11-25;55+;1221;Sudeste
4874;54;F;RJ;2024-04-21;46-55;708;Sudeste
4875;39;F;SC;2023-04-20;36-45;1075;Sul
4876;59;F;SP;2022-01-08;55+;1542;Sudeste
4877;29;F;MG;2025-10-16;26-35;165;Sudeste
4878;59;F;RS;2022-06-23;55+;1376;Sul
4879;30;F;RJ;2025-03-11;26-35;384;Sudeste
4880;28;F;SC;2025-10-28;26-35;153;Sul
4881;33;F;MG;2022-11-01;26-35;1245;Sudeste
4882;25;M;SC;2025-03-10;18-25;385;Sul
4883;57;M;ES;2022-07-26;55+;1343;Sudeste
4884;57;F;ES;2021-03-07;55+;1849;Sudeste
4885;62;M;PR;2025-09-06;55+;205;Sul
4886;19;F;RS;2021-02-21;18-25;1863;Sul
4887;47;F;ES;2022-04-15;46-55;1445;Sudeste
4888;47;M;MG;2021-08-31;46-55;1672;Sudeste
4889;29;M;SC;2021-12-03;26-35;1578;Sul
4890;27;F;SP;2023-01-26;26-35;1159;Sudeste
4891;61;F;RS;2024-02-19;55+;770;Sul
4892;28;Outro;SC;2022-07-08;26-35;1361;Sul
4893;32;M;ES;2025-09-16;26-35;195;Sudeste
4894;33;F;SC;2023-12-05;26-35;846;Sul
4895;34;F;RJ;2021-02-21;26-35;1863;Sudeste
4896;43;Outro;SC;2024-03-20;36-45;740;Sul
4897;19;F;MG;2022-02-17;18-25;1502;Sudeste
4898;29;M;RJ;2025-04-14;26-35;350;Sudeste
4899;43;F;RS;2022-07-23;36-45;1346;Sul
4900;40;F;PR;2025-03-02;36-45;393;Sul
4901;35;F;PR;2024-05-17;26-35;682;Sul
4902;49;F;SC;2021-01-08;46-55;1907;Sul
4903;55;F;SP;2023-08-04;46-55;969;Sudeste
4904;64;F;MG;2024-11-15;55+;500;Sudeste
4905;20;F;SP;2021-09-04;18-25;1668;Sudeste
4906;55;F;RJ;2024-11-19;46-55;496;Sudeste
